student_id,tipo_factorizacion,dificultad,tiempo_respuesta,intentos,tipo_error
12055,trinomio_cuadrado_perfecto,4,89.99,1,procedimiento
12056,diferencia_cuadrados,2,31.95,1,signo
12057,diferencia_cuadrados,3,31.76,2,signo
12058,trinomio_cuadrado_perfecto,1,25.55,1,identificacion
12059,trinomio_cuadrado_perfecto,5,131.95,1,identificacion
12060,factor_comun,2,65.96,3,procedimiento
12061,diferencia_cuadrados,4,56.55,1,signo
12062,diferencia_cuadrados,4,18.2,2,identificacion
12063,trinomio_cuadrado_perfecto,5,155.24,1,procedimiento
12064,trinomio_general,3,100.07,1,procedimiento
12065,diferencia_cuadrados,2,40.23,3,procedimiento
12066,trinomio_general,2,63.18,1,procedimiento
12067,trinomio_general,2,115.98,3,procedimiento
12068,trinomio_cuadrado_perfecto,5,132.0,1,identificacion
12069,diferencia_cuadrados,4,77.71,3,procedimiento
12070,factor_comun,2,47.17,1,procedimiento
12071,trinomio_cuadrado_perfecto,2,42.87,4,procedimiento
12072,trinomio_general,4,70.5,1,identificacion
12073,diferencia_cuadrados,1,21.35,2,signo
12074,trinomio_cuadrado_perfecto,3,50.47,2,identificacion
12075,diferencia_cuadrados,3,20.17,2,signo
12076,trinomio_general,4,66.25,1,procedimiento
12077,diferencia_cuadrados,3,69.07,2,procedimiento
12078,trinomio_general,1,109.83,1,procedimiento
12079,trinomio_general,2,110.54,4,procedimiento
12080,diferencia_cuadrados,4,64.18,3,procedimiento
12081,diferencia_cuadrados,2,51.48,2,signo
12082,factor_comun,5,93.61,1,procedimiento
12083,diferencia_cuadrados,2,83.83,2,procedimiento
12084,trinomio_cuadrado_perfecto,1,64.31,3,identificacion
12085,trinomio_cuadrado_perfecto,3,63.2,2,procedimiento
12086,trinomio_general,4,84.58,4,procedimiento
12087,trinomio_cuadrado_perfecto,4,57.97,3,identificacion
12088,factor_comun,3,28.89,1,signo
12089,diferencia_cuadrados,2,37.97,1,signo
12090,trinomio_general,4,25.16,1,procedimiento
12091,trinomio_cuadrado_perfecto,4,79.22,2,procedimiento
12092,trinomio_cuadrado_perfecto,4,83.54,2,identificacion
12093,diferencia_cuadrados,5,74.37,3,identificacion
12094,trinomio_general,1,98.67,1,procedimiento
12095,factor_comun,1,86.61,3,identificacion
12096,trinomio_general,1,63.31,1,identificacion
12097,factor_comun,4,87.74,3,procedimiento
12098,diferencia_cuadrados,3,128.0,4,identificacion
12099,trinomio_cuadrado_perfecto,4,36.8,1,procedimiento
12100,trinomio_general,3,62.38,3,procedimiento
12101,diferencia_cuadrados,3,80.98,3,procedimiento
12102,trinomio_cuadrado_perfecto,3,47.57,3,procedimiento
12103,factor_comun,5,101.26,2,procedimiento
12104,trinomio_general,5,74.13,3,identificacion
12105,trinomio_cuadrado_perfecto,1,86.81,3,identificacion
12106,diferencia_cuadrados,2,28.42,1,signo
12107,trinomio_general,5,91.98,3,procedimiento
12108,trinomio_general,4,80.14,2,procedimiento
12109,factor_comun,4,45.82,2,procedimiento
12110,trinomio_general,3,94.23,2,procedimiento
12111,factor_comun,4,53.53,3,identificacion
12112,diferencia_cuadrados,4,82.67,2,signo
12113,diferencia_cuadrados,3,121.65,1,identificacion
12114,trinomio_cuadrado_perfecto,1,61.6,2,signo
12115,trinomio_general,1,119.23,1,procedimiento
12116,factor_comun,3,68.99,2,identificacion
12117,trinomio_general,1,61.65,1,procedimiento
12118,trinomio_general,2,86.74,2,procedimiento
12119,trinomio_cuadrado_perfecto,1,98.42,1,identificacion
12120,trinomio_cuadrado_perfecto,3,48.68,1,identificacion
12121,diferencia_cuadrados,5,77.96,2,procedimiento
12122,trinomio_cuadrado_perfecto,2,50.54,1,signo
12123,trinomio_cuadrado_perfecto,2,81.64,1,identificacion
12124,trinomio_cuadrado_perfecto,1,39.58,1,signo
12125,diferencia_cuadrados,5,18.72,2,identificacion
12126,factor_comun,1,32.67,2,procedimiento
12127,trinomio_general,1,84.6,3,procedimiento
12128,trinomio_cuadrado_perfecto,1,12.64,1,signo
12129,factor_comun,5,81.59,1,procedimiento
12130,diferencia_cuadrados,2,85.16,2,procedimiento
12131,trinomio_general,2,21.43,1,identificacion
12132,trinomio_general,2,146.72,4,procedimiento
12133,trinomio_general,4,57.15,4,procedimiento
12134,trinomio_cuadrado_perfecto,5,98.47,3,identificacion
12135,diferencia_cuadrados,5,64.7,1,procedimiento
12136,trinomio_cuadrado_perfecto,4,102.95,1,procedimiento
12137,trinomio_general,4,138.95,1,procedimiento
12138,factor_comun,5,33.78,1,procedimiento
12139,factor_comun,1,39.9,2,identificacion
12140,trinomio_general,3,92.48,2,procedimiento
12141,trinomio_general,4,76.67,2,procedimiento
12142,diferencia_cuadrados,3,41.69,1,signo
12143,trinomio_general,4,127.99,2,procedimiento
12144,factor_comun,1,51.92,3,identificacion
12145,trinomio_general,1,94.03,1,procedimiento
12146,factor_comun,1,50.61,1,procedimiento
12147,diferencia_cuadrados,3,63.23,1,signo
12148,diferencia_cuadrados,2,24.77,2,procedimiento
12149,factor_comun,2,93.43,1,procedimiento
12150,trinomio_cuadrado_perfecto,1,24.59,3,procedimiento
12151,diferencia_cuadrados,4,77.98,3,identificacion
12152,diferencia_cuadrados,2,65.3,1,signo
12153,factor_comun,5,47.49,1,procedimiento
12154,diferencia_cuadrados,5,94.32,1,identificacion
12155,trinomio_cuadrado_perfecto,2,105.0,1,identificacion
12156,trinomio_cuadrado_perfecto,3,116.82,3,procedimiento
12157,factor_comun,5,125.22,2,procedimiento
12158,diferencia_cuadrados,3,60.38,2,signo
12159,trinomio_cuadrado_perfecto,1,63.95,1,identificacion
12160,diferencia_cuadrados,1,24.72,1,signo
12161,trinomio_general,1,103.89,3,procedimiento
12162,factor_comun,4,60.31,1,procedimiento
12163,trinomio_cuadrado_perfecto,4,74.98,2,signo
12164,trinomio_general,2,66.47,1,procedimiento
12165,trinomio_general,5,58.31,1,procedimiento
12166,trinomio_cuadrado_perfecto,1,56.71,3,identificacion
12167,factor_comun,4,26.95,2,identificacion
12168,diferencia_cuadrados,2,35.95,1,signo
12169,trinomio_general,2,92.76,2,procedimiento
12170,diferencia_cuadrados,1,25.91,4,identificacion
12171,trinomio_general,5,83.1,1,procedimiento
12172,diferencia_cuadrados,4,97.93,1,identificacion
12173,diferencia_cuadrados,1,99.96,2,signo
12174,trinomio_general,3,8.0,2,signo
12175,trinomio_general,4,99.82,1,procedimiento
12176,factor_comun,4,72.0,3,procedimiento
12177,trinomio_general,5,103.47,1,identificacion
12178,factor_comun,1,26.96,1,procedimiento
12179,trinomio_general,2,65.32,1,identificacion
12180,trinomio_general,1,86.57,1,procedimiento
12181,diferencia_cuadrados,2,72.81,1,signo
12182,factor_comun,1,8.0,1,procedimiento
12183,trinomio_cuadrado_perfecto,4,63.24,1,procedimiento
12184,diferencia_cuadrados,4,69.78,1,signo
12185,trinomio_cuadrado_perfecto,4,41.82,1,identificacion
12186,trinomio_cuadrado_perfecto,4,38.56,1,identificacion
12187,factor_comun,1,44.33,2,procedimiento
12188,trinomio_general,2,87.81,1,procedimiento
12189,factor_comun,2,60.72,1,procedimiento
12190,factor_comun,2,31.83,2,procedimiento
12191,trinomio_general,2,90.35,2,signo
12192,diferencia_cuadrados,1,45.39,2,signo
12193,factor_comun,5,26.65,1,identificacion
12194,trinomio_cuadrado_perfecto,4,74.82,2,identificacion
12195,trinomio_cuadrado_perfecto,3,101.26,2,procedimiento
12196,diferencia_cuadrados,5,77.0,4,procedimiento
12197,trinomio_cuadrado_perfecto,3,138.56,2,identificacion
12198,trinomio_general,5,185.74,3,procedimiento
12199,factor_comun,3,54.93,1,procedimiento
12200,factor_comun,4,66.97,1,procedimiento
12201,factor_comun,4,60.5,2,identificacion
12202,trinomio_cuadrado_perfecto,3,33.6,2,signo
12203,trinomio_cuadrado_perfecto,3,36.07,3,identificacion
12204,trinomio_general,3,44.3,2,signo
12205,trinomio_general,4,54.21,2,procedimiento
12206,diferencia_cuadrados,2,72.87,2,procedimiento
12207,factor_comun,1,19.94,1,signo
12208,diferencia_cuadrados,2,90.04,2,signo
12209,diferencia_cuadrados,3,146.84,3,procedimiento
12210,factor_comun,1,59.61,1,procedimiento
12211,trinomio_cuadrado_perfecto,4,108.54,1,procedimiento
12212,trinomio_cuadrado_perfecto,1,29.35,1,identificacion
12213,diferencia_cuadrados,3,38.07,2,signo
12214,diferencia_cuadrados,5,39.65,1,signo
12215,factor_comun,3,24.77,1,procedimiento
12216,trinomio_general,2,43.49,2,procedimiento
12217,trinomio_general,1,79.07,2,procedimiento
12218,trinomio_general,3,94.13,2,identificacion
12219,factor_comun,2,94.9,2,procedimiento
12220,diferencia_cuadrados,3,79.14,1,procedimiento
12221,factor_comun,2,53.7,2,procedimiento
12222,diferencia_cuadrados,4,118.25,3,procedimiento
12223,trinomio_general,1,52.2,2,procedimiento
12224,trinomio_cuadrado_perfecto,4,82.47,2,identificacion
12225,trinomio_cuadrado_perfecto,1,87.15,1,procedimiento
12226,diferencia_cuadrados,5,20.33,1,signo
12227,trinomio_cuadrado_perfecto,1,67.69,3,procedimiento
12228,diferencia_cuadrados,1,24.31,1,signo
12229,trinomio_cuadrado_perfecto,4,41.0,3,procedimiento
12230,factor_comun,3,73.65,2,procedimiento
12231,trinomio_general,2,63.48,1,procedimiento
12232,trinomio_general,4,68.95,3,procedimiento
12233,diferencia_cuadrados,2,25.24,1,signo
12234,diferencia_cuadrados,2,17.25,1,signo
12235,trinomio_general,4,91.41,1,procedimiento
12236,trinomio_general,3,82.54,3,identificacion
12237,factor_comun,2,30.84,1,procedimiento
12238,trinomio_general,4,134.66,1,procedimiento
12239,trinomio_cuadrado_perfecto,5,52.65,1,identificacion
12240,diferencia_cuadrados,4,87.21,4,identificacion
12241,factor_comun,2,25.6,1,procedimiento
12242,trinomio_general,3,67.38,1,signo
12243,trinomio_cuadrado_perfecto,5,119.59,2,identificacion
12244,diferencia_cuadrados,4,47.47,1,signo
12245,factor_comun,1,78.33,2,procedimiento
12246,diferencia_cuadrados,3,38.28,2,signo
12247,diferencia_cuadrados,1,64.19,3,procedimiento
12248,factor_comun,3,74.11,4,procedimiento
12249,trinomio_cuadrado_perfecto,5,116.62,4,identificacion
12250,trinomio_cuadrado_perfecto,3,67.36,2,identificacion
12251,trinomio_general,2,92.61,2,procedimiento
12252,factor_comun,4,76.65,2,procedimiento
12253,trinomio_general,3,49.72,2,procedimiento
12254,diferencia_cuadrados,4,64.43,1,signo
12255,trinomio_cuadrado_perfecto,3,121.43,1,identificacion
12256,trinomio_cuadrado_perfecto,1,39.86,1,identificacion
12257,trinomio_general,1,29.52,1,signo
12258,diferencia_cuadrados,4,64.9,3,identificacion
12259,diferencia_cuadrados,4,33.44,1,signo
12260,factor_comun,1,37.05,1,procedimiento
12261,factor_comun,4,70.3,1,procedimiento
12262,factor_comun,1,74.3,4,identificacion
12263,diferencia_cuadrados,4,34.9,1,signo
12264,factor_comun,3,63.81,1,procedimiento
12265,trinomio_general,3,73.91,2,signo
12266,diferencia_cuadrados,1,118.25,1,signo
12267,diferencia_cuadrados,3,38.98,2,signo
12268,factor_comun,4,67.28,2,procedimiento
12269,trinomio_general,5,72.18,1,identificacion
12270,trinomio_cuadrado_perfecto,1,108.75,2,identificacion
12271,trinomio_cuadrado_perfecto,2,60.36,1,identificacion
12272,factor_comun,3,59.06,1,procedimiento
12273,diferencia_cuadrados,1,56.75,4,signo
12274,trinomio_general,3,123.01,3,identificacion
12275,trinomio_general,2,107.1,1,procedimiento
12276,factor_comun,2,50.02,3,identificacion
12277,diferencia_cuadrados,4,97.87,1,identificacion
12278,trinomio_cuadrado_perfecto,2,70.08,1,identificacion
12279,diferencia_cuadrados,4,39.12,1,signo
12280,trinomio_cuadrado_perfecto,4,51.12,1,identificacion
12281,trinomio_cuadrado_perfecto,1,113.51,2,identificacion
12282,trinomio_cuadrado_perfecto,5,86.54,1,identificacion
12283,trinomio_cuadrado_perfecto,4,110.38,1,procedimiento
12284,factor_comun,1,42.6,2,procedimiento
12285,trinomio_general,3,99.07,3,procedimiento
12286,factor_comun,1,40.16,2,procedimiento
12287,trinomio_cuadrado_perfecto,5,110.0,2,identificacion
12288,diferencia_cuadrados,4,55.75,2,identificacion
12289,trinomio_cuadrado_perfecto,1,49.97,1,identificacion
12290,factor_comun,4,64.53,1,procedimiento
12291,diferencia_cuadrados,2,10.83,1,identificacion
12292,trinomio_cuadrado_perfecto,4,148.98,2,procedimiento
12293,factor_comun,1,11.76,2,procedimiento
12294,diferencia_cuadrados,4,80.36,1,signo
12295,diferencia_cuadrados,4,44.08,2,identificacion
12296,trinomio_cuadrado_perfecto,4,44.45,2,identificacion
12297,diferencia_cuadrados,1,48.15,1,signo
12298,factor_comun,1,34.16,1,signo
12299,trinomio_cuadrado_perfecto,3,61.19,2,procedimiento
12300,trinomio_general,3,127.25,3,identificacion
12301,trinomio_cuadrado_perfecto,2,63.93,3,procedimiento
12302,trinomio_general,2,72.16,1,signo
12303,diferencia_cuadrados,1,64.34,2,procedimiento
12304,trinomio_cuadrado_perfecto,2,94.18,2,identificacion
12305,trinomio_cuadrado_perfecto,2,24.13,1,identificacion
12306,trinomio_general,3,65.45,3,procedimiento
12307,factor_comun,4,48.7,1,procedimiento
12308,diferencia_cuadrados,5,8.0,1,identificacion
12309,trinomio_general,5,107.66,3,identificacion
12310,diferencia_cuadrados,5,70.15,1,signo
12311,diferencia_cuadrados,3,49.06,1,signo
12312,trinomio_cuadrado_perfecto,1,79.28,1,procedimiento
12313,trinomio_general,5,91.6,2,procedimiento
12314,trinomio_cuadrado_perfecto,4,136.33,3,procedimiento
12315,trinomio_general,4,137.69,1,procedimiento
12316,factor_comun,5,66.06,1,procedimiento
12317,factor_comun,3,51.2,1,identificacion
12318,diferencia_cuadrados,1,53.99,1,procedimiento
12319,trinomio_cuadrado_perfecto,1,63.91,2,procedimiento
12320,trinomio_general,2,55.74,1,procedimiento
12321,diferencia_cuadrados,5,97.67,4,signo
12322,diferencia_cuadrados,4,67.16,1,procedimiento
12323,factor_comun,1,36.1,1,procedimiento
12324,factor_comun,1,70.21,3,identificacion
12325,trinomio_cuadrado_perfecto,5,72.79,1,identificacion
12326,factor_comun,2,95.77,2,procedimiento
12327,diferencia_cuadrados,2,22.81,1,signo
12328,trinomio_general,4,98.12,2,procedimiento
12329,factor_comun,5,140.38,3,procedimiento
12330,trinomio_general,1,129.84,4,identificacion
12331,trinomio_general,1,95.82,2,procedimiento
12332,factor_comun,3,33.56,1,procedimiento
12333,trinomio_general,4,123.73,2,procedimiento
12334,trinomio_general,2,72.87,2,procedimiento
12335,factor_comun,1,54.43,3,identificacion
12336,trinomio_cuadrado_perfecto,2,52.12,3,identificacion
12337,factor_comun,1,27.79,1,signo
12338,factor_comun,4,40.47,1,procedimiento
12339,trinomio_cuadrado_perfecto,5,128.78,1,procedimiento
12340,trinomio_cuadrado_perfecto,2,29.11,2,signo
12341,trinomio_cuadrado_perfecto,5,14.45,1,identificacion
12342,trinomio_cuadrado_perfecto,2,66.57,3,procedimiento
12343,diferencia_cuadrados,5,89.11,2,identificacion
12344,trinomio_general,4,36.49,1,procedimiento
12345,factor_comun,4,89.89,3,identificacion
12346,factor_comun,4,78.11,4,procedimiento
12347,trinomio_cuadrado_perfecto,4,96.91,1,procedimiento
12348,diferencia_cuadrados,4,126.99,2,procedimiento
12349,diferencia_cuadrados,2,65.52,1,procedimiento
12350,diferencia_cuadrados,2,58.13,2,procedimiento
12351,diferencia_cuadrados,1,94.89,2,identificacion
12352,factor_comun,1,70.51,3,procedimiento
12353,trinomio_general,3,70.29,4,identificacion
12354,diferencia_cuadrados,2,41.01,1,signo
12355,trinomio_general,5,78.13,1,identificacion
12356,trinomio_cuadrado_perfecto,1,25.2,3,procedimiento
12357,factor_comun,2,49.92,4,identificacion
12358,factor_comun,1,23.75,1,procedimiento
12359,factor_comun,5,75.43,3,procedimiento
12360,trinomio_general,1,85.15,1,identificacion
12361,trinomio_cuadrado_perfecto,2,102.91,1,procedimiento
12362,diferencia_cuadrados,2,30.64,3,procedimiento
12363,trinomio_cuadrado_perfecto,5,120.11,3,identificacion
12364,factor_comun,4,91.93,2,procedimiento
12365,diferencia_cuadrados,2,48.96,1,signo
12366,diferencia_cuadrados,4,35.72,3,signo
12367,factor_comun,2,32.2,1,procedimiento
12368,diferencia_cuadrados,5,128.36,2,procedimiento
12369,factor_comun,4,61.65,1,procedimiento
12370,diferencia_cuadrados,5,83.32,2,procedimiento
12371,trinomio_general,5,60.32,1,identificacion
12372,factor_comun,5,103.61,1,identificacion
12373,trinomio_cuadrado_perfecto,4,53.38,2,identificacion
12374,factor_comun,5,59.66,3,identificacion
12375,factor_comun,2,52.45,4,procedimiento
12376,trinomio_cuadrado_perfecto,5,67.16,1,identificacion
12377,factor_comun,3,54.57,4,procedimiento
12378,trinomio_cuadrado_perfecto,3,121.63,2,identificacion
12379,diferencia_cuadrados,1,64.21,2,procedimiento
12380,factor_comun,3,69.4,2,procedimiento
12381,factor_comun,2,16.48,1,signo
12382,diferencia_cuadrados,1,38.7,1,signo
12383,diferencia_cuadrados,5,114.62,1,procedimiento
12384,factor_comun,5,122.63,1,procedimiento
12385,diferencia_cuadrados,2,63.42,2,procedimiento
12386,trinomio_cuadrado_perfecto,4,47.05,2,identificacion
12387,factor_comun,3,17.4,1,signo
12388,trinomio_cuadrado_perfecto,2,9.58,1,signo
12389,trinomio_cuadrado_perfecto,4,81.28,1,procedimiento
12390,diferencia_cuadrados,3,8.0,1,signo
12391,factor_comun,2,40.34,1,procedimiento
12392,trinomio_general,1,98.28,2,identificacion
12393,trinomio_general,1,57.32,1,signo
12394,trinomio_general,2,23.82,1,identificacion
12395,diferencia_cuadrados,5,68.56,1,procedimiento
12396,diferencia_cuadrados,4,69.41,1,identificacion
12397,diferencia_cuadrados,5,67.42,1,signo
12398,factor_comun,1,22.44,1,procedimiento
12399,trinomio_general,2,33.56,2,identificacion
12400,trinomio_cuadrado_perfecto,1,67.41,1,procedimiento
12401,trinomio_general,5,234.34,3,identificacion
12402,factor_comun,4,57.33,2,identificacion
12403,factor_comun,1,51.02,4,procedimiento
12404,factor_comun,1,33.34,1,signo
12405,trinomio_cuadrado_perfecto,3,80.23,3,identificacion
12406,diferencia_cuadrados,4,124.38,1,identificacion
12407,diferencia_cuadrados,4,76.95,2,procedimiento
12408,trinomio_cuadrado_perfecto,4,48.8,1,signo
12409,trinomio_cuadrado_perfecto,2,58.17,3,identificacion
12410,trinomio_cuadrado_perfecto,4,109.93,2,identificacion
12411,trinomio_cuadrado_perfecto,3,85.12,1,identificacion
12412,trinomio_general,3,122.12,2,procedimiento
12413,diferencia_cuadrados,3,70.37,2,signo
12414,factor_comun,4,89.25,2,procedimiento
12415,trinomio_general,5,83.05,3,procedimiento
12416,trinomio_general,2,48.55,2,signo
12417,diferencia_cuadrados,5,58.66,2,identificacion
12418,diferencia_cuadrados,2,84.84,1,procedimiento
12419,trinomio_cuadrado_perfecto,1,66.57,1,identificacion
12420,diferencia_cuadrados,5,83.86,1,signo
12421,trinomio_general,5,163.38,4,procedimiento
12422,trinomio_cuadrado_perfecto,3,94.29,4,identificacion
12423,trinomio_cuadrado_perfecto,4,64.86,2,identificacion
12424,diferencia_cuadrados,4,61.06,1,identificacion
12425,factor_comun,1,37.12,1,signo
12426,trinomio_cuadrado_perfecto,1,77.96,2,identificacion
12427,trinomio_cuadrado_perfecto,1,64.05,1,identificacion
12428,trinomio_cuadrado_perfecto,3,43.7,1,identificacion
12429,trinomio_cuadrado_perfecto,1,93.34,3,procedimiento
12430,factor_comun,1,44.41,4,procedimiento
12431,trinomio_general,4,52.19,1,procedimiento
12432,factor_comun,1,56.15,2,signo
12433,diferencia_cuadrados,1,58.8,3,procedimiento
12434,trinomio_cuadrado_perfecto,1,38.09,1,identificacion
12435,diferencia_cuadrados,3,62.86,1,procedimiento
12436,diferencia_cuadrados,4,84.67,2,signo
12437,diferencia_cuadrados,5,98.89,4,procedimiento
12438,trinomio_cuadrado_perfecto,3,75.56,3,identificacion
12439,trinomio_cuadrado_perfecto,3,46.11,2,identificacion
12440,diferencia_cuadrados,1,52.47,3,identificacion
12441,diferencia_cuadrados,1,35.89,2,identificacion
12442,trinomio_general,3,76.26,1,procedimiento
12443,trinomio_general,4,68.89,1,procedimiento
12444,trinomio_general,3,85.5,2,procedimiento
12445,trinomio_cuadrado_perfecto,5,86.05,1,procedimiento
12446,factor_comun,3,94.71,2,procedimiento
12447,factor_comun,3,60.18,1,procedimiento
12448,diferencia_cuadrados,1,50.57,1,identificacion
12449,diferencia_cuadrados,4,92.0,4,procedimiento
12450,diferencia_cuadrados,1,85.81,1,signo
12451,diferencia_cuadrados,2,95.43,1,procedimiento
12452,diferencia_cuadrados,4,103.83,1,signo
12453,trinomio_cuadrado_perfecto,1,75.78,2,procedimiento
12454,diferencia_cuadrados,3,54.55,2,identificacion
12455,diferencia_cuadrados,3,88.29,3,identificacion
12456,trinomio_cuadrado_perfecto,1,76.06,1,identificacion
12457,diferencia_cuadrados,4,85.15,2,procedimiento
12458,trinomio_general,3,145.11,1,procedimiento
12459,trinomio_general,2,33.03,2,procedimiento
12460,diferencia_cuadrados,1,76.86,2,signo
12461,factor_comun,2,24.53,2,procedimiento
12462,diferencia_cuadrados,5,69.72,2,procedimiento
12463,trinomio_general,1,53.07,1,signo
12464,trinomio_general,1,51.71,3,procedimiento
12465,trinomio_cuadrado_perfecto,3,29.28,4,signo
12466,trinomio_general,3,56.88,1,procedimiento
12467,factor_comun,3,34.24,2,procedimiento
12468,diferencia_cuadrados,5,68.24,1,signo
12469,diferencia_cuadrados,1,33.16,1,signo
12470,factor_comun,4,91.37,2,identificacion
12471,trinomio_cuadrado_perfecto,3,42.99,4,procedimiento
12472,factor_comun,5,52.12,1,procedimiento
12473,trinomio_cuadrado_perfecto,5,44.95,1,identificacion
12474,trinomio_cuadrado_perfecto,3,89.34,3,procedimiento
12475,trinomio_cuadrado_perfecto,1,89.48,2,identificacion
12476,trinomio_cuadrado_perfecto,4,56.49,1,identificacion
12477,trinomio_cuadrado_perfecto,4,109.75,2,identificacion
12478,factor_comun,3,72.73,2,procedimiento
12479,trinomio_general,5,85.16,3,procedimiento
12480,factor_comun,4,26.64,1,procedimiento
12481,trinomio_general,4,51.36,4,procedimiento
12482,trinomio_general,2,114.01,4,procedimiento
12483,diferencia_cuadrados,3,132.65,1,procedimiento
12484,factor_comun,3,48.16,3,identificacion
12485,diferencia_cuadrados,5,98.36,2,signo
12486,trinomio_general,2,106.81,1,procedimiento
12487,trinomio_cuadrado_perfecto,4,93.95,3,procedimiento
12488,trinomio_general,4,54.35,1,signo
12489,diferencia_cuadrados,5,66.4,1,procedimiento
12490,diferencia_cuadrados,5,69.12,1,procedimiento
12491,trinomio_cuadrado_perfecto,2,28.01,1,signo
12492,trinomio_cuadrado_perfecto,2,66.06,1,procedimiento
12493,factor_comun,1,29.53,1,identificacion
12494,trinomio_general,1,81.61,3,procedimiento
12495,trinomio_general,3,104.68,2,identificacion
12496,trinomio_general,2,143.89,4,procedimiento
12497,trinomio_general,4,76.48,3,procedimiento
12498,trinomio_cuadrado_perfecto,4,70.94,2,identificacion
12499,trinomio_general,1,72.93,2,identificacion
12500,trinomio_general,4,109.13,2,identificacion
12501,trinomio_cuadrado_perfecto,1,26.61,1,identificacion
12502,trinomio_cuadrado_perfecto,3,119.4,1,procedimiento
12503,trinomio_cuadrado_perfecto,5,26.06,1,identificacion
12504,trinomio_cuadrado_perfecto,4,52.33,1,procedimiento
12505,factor_comun,3,51.28,3,procedimiento
12506,factor_comun,4,39.99,1,procedimiento
12507,trinomio_cuadrado_perfecto,5,72.2,1,identificacion
12508,trinomio_cuadrado_perfecto,3,92.07,2,identificacion
12509,trinomio_general,4,114.92,1,procedimiento
12510,trinomio_general,2,87.66,2,procedimiento
12511,trinomio_cuadrado_perfecto,2,33.21,1,identificacion
12512,diferencia_cuadrados,5,50.15,1,identificacion
12513,factor_comun,1,15.38,2,procedimiento
12514,factor_comun,4,61.62,2,procedimiento
12515,trinomio_general,2,51.71,2,procedimiento
12516,factor_comun,4,98.77,4,procedimiento
12517,trinomio_cuadrado_perfecto,5,93.95,1,identificacion
12518,trinomio_general,1,54.73,1,signo
12519,trinomio_cuadrado_perfecto,2,67.74,1,identificacion
12520,trinomio_general,4,163.11,2,identificacion
12521,trinomio_general,5,51.31,1,identificacion
12522,factor_comun,4,45.59,2,signo
12523,trinomio_cuadrado_perfecto,3,108.87,3,identificacion
12524,trinomio_cuadrado_perfecto,2,81.05,3,identificacion
12525,diferencia_cuadrados,1,65.05,1,procedimiento
12526,trinomio_general,1,44.7,1,identificacion
12527,trinomio_general,4,59.45,3,identificacion
12528,trinomio_cuadrado_perfecto,4,77.24,1,identificacion
12529,trinomio_cuadrado_perfecto,5,126.45,2,identificacion
12530,diferencia_cuadrados,4,104.25,1,identificacion
12531,trinomio_general,5,135.49,3,identificacion
12532,trinomio_general,2,69.08,2,procedimiento
12533,diferencia_cuadrados,1,89.05,2,signo
12534,diferencia_cuadrados,3,66.14,2,identificacion
12535,trinomio_general,5,27.0,3,procedimiento
12536,factor_comun,2,33.2,2,procedimiento
12537,diferencia_cuadrados,1,112.03,2,identificacion
12538,factor_comun,2,33.19,4,signo
12539,trinomio_cuadrado_perfecto,5,138.98,1,signo
12540,trinomio_general,3,92.52,1,procedimiento
12541,trinomio_general,5,8.0,1,procedimiento
12542,trinomio_cuadrado_perfecto,5,48.07,2,procedimiento
12543,diferencia_cuadrados,1,30.77,2,signo
12544,trinomio_cuadrado_perfecto,5,82.7,1,procedimiento
12545,diferencia_cuadrados,2,44.04,1,signo
12546,trinomio_cuadrado_perfecto,4,34.22,3,procedimiento
12547,diferencia_cuadrados,2,26.19,1,identificacion
12548,diferencia_cuadrados,5,103.26,1,identificacion
12549,trinomio_general,5,107.27,2,identificacion
12550,trinomio_cuadrado_perfecto,5,92.37,1,identificacion
12551,diferencia_cuadrados,2,27.08,3,signo
12552,factor_comun,5,44.85,1,identificacion
12553,diferencia_cuadrados,3,100.77,2,procedimiento
12554,trinomio_general,4,91.88,1,signo
12555,trinomio_cuadrado_perfecto,2,42.34,2,signo
12556,trinomio_cuadrado_perfecto,2,51.56,1,identificacion
12557,factor_comun,4,145.32,3,procedimiento
12558,trinomio_cuadrado_perfecto,2,90.72,3,identificacion
12559,trinomio_cuadrado_perfecto,4,63.28,1,identificacion
12560,trinomio_general,2,76.38,1,procedimiento
12561,trinomio_cuadrado_perfecto,1,80.15,1,signo
12562,diferencia_cuadrados,2,8.0,1,signo
12563,trinomio_general,2,88.82,4,procedimiento
12564,diferencia_cuadrados,4,62.04,3,procedimiento
12565,diferencia_cuadrados,4,108.84,1,signo
12566,diferencia_cuadrados,3,38.29,1,signo
12567,factor_comun,4,62.52,2,identificacion
12568,factor_comun,3,64.67,1,procedimiento
12569,trinomio_cuadrado_perfecto,5,110.23,3,identificacion
12570,trinomio_general,2,78.99,1,procedimiento
12571,trinomio_general,4,109.57,4,procedimiento
12572,factor_comun,5,54.33,2,procedimiento
12573,trinomio_cuadrado_perfecto,5,25.8,1,identificacion
12574,factor_comun,5,121.91,3,procedimiento
12575,trinomio_general,2,69.01,1,identificacion
12576,trinomio_general,5,69.99,2,procedimiento
12577,diferencia_cuadrados,3,16.21,1,identificacion
12578,factor_comun,5,59.37,1,procedimiento
12579,trinomio_general,3,80.33,1,procedimiento
12580,diferencia_cuadrados,3,37.69,1,signo
12581,diferencia_cuadrados,5,68.6,1,signo
12582,diferencia_cuadrados,3,54.39,2,signo
12583,diferencia_cuadrados,4,40.24,3,signo
12584,diferencia_cuadrados,2,16.82,2,signo
